clazz,round0,round1,round2,round3,round4,round5,avg.
org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$MapEntry,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.functors.TransformedPredicate,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.IterableUtils$6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.list.TransformedList$TransformedListIterator,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.QueueUtils,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.functors.IfTransformer,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.IterableUtils$1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.multimap.AbstractMultiValuedMap$KeysMultiSet$MapEntryTransformer$1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.ArrayStack,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.functors.NOPClosure,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.SetUtils$1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.functors.PredicateTransformer,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.TrieUtils,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.iterators.EmptyListIterator,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
org.apache.commons.collections4.functors.ExceptionPredicate,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
